"","Year","mngmt.divisions","mngmt.area","deep.bound","shallow.bound","no.stations","CPUE.mean","CPUE.bootmean","CPUE.lo95ci","CPUE.hi95ci","CPUE.var","CPUE.cv","WCPUE.mean","WCPUE.bootmean","WCPUE.lo95ci","WCPUE.hi95ci","WCPUE.var","WCPUE.cv","name"
"1",2025,"SEdist","CSEO",250,0,5,0.0475,0.0475,0.01375,0.0825,0.000299512162162162,0.358236797363525,0.177091981981982,0.177091981981982,0.0512634684684685,0.302920495495495,0.00416657299538938,0.363184803777877,"22.2"
"2",2025,"SEdist","SSEO",250,0,25,0.04025,0.03925,0.0205,0.064,0.000123627281719219,0.277496037036367,0.161277886996904,0.158272708978328,0.0861484365325077,0.255440131578947,0.00181862894457608,0.266167574877138,"22.2"
"3",2024,"SEdist","CSEO",250,0,15,0.0670833333333333,0.0666666666666667,0.0433333333333333,0.0950104166666667,0.000184527232788344,0.201250600602626,0.243910091463415,0.240880152439024,0.142407134146341,0.346965892530488,0.00262503558112798,0.210306818241579,"22.2"
"4",2024,"SEdist","SSEO",250,0,27,0.0344907407407407,0.0340277777777778,0.0247685185185185,0.0444444444444444,2.73961227602774e-05,0.15265006842946,0.126896184257971,0.127747836501314,0.0911054987315201,0.166072187451708,0.000370899039132965,0.150640402978099,"22.2"
"5",2024,"SEdist","NSEO",250,0,4,0.0375,0.0375,0.00625,0.084375,0.00040922168262012,0.535076301504293,0.132465189873418,0.132465189873418,0.0219395470727848,0.29804667721519,0.00528091031951072,0.543747575471543,"22.2"
"6",2023,"SEdist","CSEO",250,0,20,0.064375,0.063125,0.038734375,0.0946953125,0.000219826848332708,0.230550505019366,0.229216621767241,0.226991217672414,0.131298841594828,0.341599528556034,0.00290429272050852,0.234154537241029,"22.2"
"7",2023,"SEdist","SSEO",250,0,35,0.0426785714285714,0.0425,0.0264285714285714,0.0605357142857143,7.29891600465261e-05,0.199228238510871,0.154516453707583,0.153223428990364,0.0989002280582321,0.221753739002933,0.000960801607706512,0.200167150528974,"22.2"
"8",2023,"SEdist","NSEO",250,0,6,0.00729166666666667,0.00729166666666667,0,0.0177083333333333,2.26835168501835e-05,0.660342680092407,0.0269777751272265,0.0269777751272265,0,0.0655174538804071,0.00032151553975392,0.657235451847131,"22.2"
"9",2023,"SEdist","EYKT",250,0,27,0.0145061728395062,0.0141975308641975,0.00617283950617284,0.025,2.33597405323324e-05,0.329695362087382,0.0649556635215697,0.0635736281274938,0.0262586724874431,0.113396004083932,0.000467809733679856,0.33382479776042,"22.2"
"10",2022,"SEdist","CSEO",250,0,21,0.0431547619047619,0.0431547619047619,0.0229092261904762,0.068452380952381,0.000133706925108215,0.26572185141453,0.149970295550653,0.148418878700129,0.081707954127597,0.229609693877551,0.00156701510071258,0.263023508514883,"22.2"
"11",2022,"SEdist","SSEO",250,0,16,0.0546185661764706,0.0534122242647059,0.0316389016544118,0.085546875,0.000189353949499192,0.252072102808604,0.197744837038554,0.194916345469639,0.108890686083588,0.30098477930395,0.00261956781019304,0.256184911423025,"22.2"
"12",2022,"SEdist","NSEO",250,0,4,0.0131696428571429,0.0131696428571429,0.003125,0.0232142857142857,2.68638915043072e-05,0.38546479779742,0.0472249049681754,0.0472249049681754,0.0112059096534653,0.0832439002828854,0.000359664874065141,0.39462922820703,"22.2"
"13",2022,"SEdist","EYKT",250,0,18,0.0313492063492063,0.0294890873015873,0.00798611111111111,0.0636433531746032,0.000210515049961148,0.466070843963018,0.137488443670151,0.127916463414634,0.0319791158536585,0.271496167247387,0.0041021922271912,0.469258658876696,"22.2"
