"","Year","SEdist","cpue","upper","lower","cv","CPUE"
"73","2008","NSEO",0.0832674141824755,0.256331112961261,0.0270488517158031,1.03920423420095,"Tweedie index"
"74","2007","NSEO",0.0211549469424167,0.115174774999454,0.00388567531509034,2.22217120924382,"Tweedie index"
"75","2006","NSEO",0.118426088144332,0.320982939488816,0.0436930958869789,0.855203673947316,"Tweedie index"
"76","2005","NSEO",0.043055968552722,0.162979485775188,0.0113745384530794,1.39264684146659,"Tweedie index"
"77","2004","NSEO",0.0562326167756801,0.184902668983652,0.0171014686095206,1.14408736055495,"Tweedie index"
"78","2003","NSEO",0.0801917891286325,0.230457043231585,0.0279042156988401,0.936911719614571,"Tweedie index"
"79","2002","NSEO",0.0681082738471517,0.217273944574865,0.0213497157954909,1.09506277506365,"Tweedie index"
"80","2001","NSEO",0.0312345099894637,0.137736996005298,0.00708302520438579,1.70488485415267,"Tweedie index"
"81","2000","NSEO",0.0877691855980706,0.402238220015647,0.0191514121662753,1.7914546675735,"Tweedie index"
"82","1999","NSEO",0.0574642100747766,0.193536390956966,0.0170620906135028,1.18397330012126,"Tweedie index"
"83","1998","NSEO",0.137412156486018,0.341124165553074,0.0553525743903951,0.741244494943152,"Tweedie index"
"84","2023","EYKT",0.0325327423539451,0.0551872727917654,0.0191779602710518,0.348180460647103,"Tweedie index"
"85","2022","EYKT",0.0546346987499784,0.0998082153051138,0.0299068598549318,0.413414163422592,"Tweedie index"
"86","2021","EYKT",0.0434634308915928,0.07344803600516,0.0257198140020456,0.344940614425439,"Tweedie index"
"87","2020","EYKT",0.0332226493787228,0.0562993567426816,0.0196049208303793,0.347303839331039,"Tweedie index"
"88","2019","EYKT",0.0265796416536407,0.0503160820562588,0.0140407861972646,0.4465154329755,"Tweedie index"
"89","2018","EYKT",0.0289992115557362,0.0509167251980051,0.0165162678389868,0.377898440448004,"Tweedie index"
"90","2017","EYKT",0.051429462679893,0.0823188050257677,0.0321310498945479,0.300307846283909,"Tweedie index"
"91","2016","EYKT",0.0272383074478261,0.0475396341887387,0.0156064598578263,0.372661311276388,"Tweedie index"
"92","2015","EYKT",0.0257080566090234,0.0456182795958993,0.0144877049390561,0.387237030197908,"Tweedie index"
"93","2014","EYKT",0.0263824769358927,0.0469722996941835,0.0148179904710754,0.390217772355539,"Tweedie index"
"94","2013","EYKT",0.0203263826761103,0.0376466539095998,0.0109747292199672,0.42605394942815,"Tweedie index"
"95","2012","EYKT",0.0334362708586161,0.0570892141712019,0.019583107337545,0.353701873821416,"Tweedie index"
"96","2011","EYKT",0.0245744475148564,0.0440267452885919,0.0137167411922433,0.395783013269691,"Tweedie index"
"97","2010","EYKT",0.037780788933355,0.063242300201892,0.0225701470039829,0.336963731930677,"Tweedie index"
"98","2009","EYKT",0.0343737943760697,0.0585989008751192,0.0201634795561499,0.352377544271262,"Tweedie index"
"99","2008","EYKT",0.0223585051157674,0.0402787439999751,0.0124110809168257,0.400747697384521,"Tweedie index"
"100","2007","EYKT",0.0146776232453825,0.0288464521041085,0.00746825375113325,0.48266768474192,"Tweedie index"
"101","2006","EYKT",0.0148407508081968,0.0290420185155743,0.00758376641185875,0.478455163452176,"Tweedie index"
"102","2005","EYKT",0.0177563851468165,0.0333665675436249,0.00944925524838191,0.439565324466029,"Tweedie index"
"103","2004","EYKT",0.0263903464656103,0.0465878966819658,0.0149491699814074,0.382669288610425,"Tweedie index"
"104","2003","EYKT",0.018889526537026,0.0351815521433548,0.0101420827409516,0.431244943445097,"Tweedie index"
"105","2002","EYKT",0.0108617793830688,0.0225003078515491,0.00524340609670086,0.535756069885853,"Tweedie index"
"106","2001","EYKT",0.0234487732804002,0.0423251212081607,0.012990983904131,0.402501821780553,"Tweedie index"
"107","2000","EYKT",0.0274939703834481,0.048076046184459,0.0157233896594908,0.374301628938278,"Tweedie index"
"108","1999","EYKT",0.0352650308234755,0.0597745875696392,0.020805202504021,0.347505108798145,"Tweedie index"
"109","1998","EYKT",0.0519929927135601,0.0829091179814244,0.0326052351915983,0.297310499495456,"Tweedie index"
"110","2025","CSEO",0.114596740442158,0.381373686527519,0.0344345018649308,1.16398138837123,"Tweedie index 2026"
"111","2024","CSEO",0.251873095013929,0.422853938754556,0.150028296245146,0.33941863407676,"Tweedie index 2026"
"112","2023","CSEO",0.239107559138878,0.385292580467297,0.148387038151659,0.305688832789082,"Tweedie index 2026"
"113","2022","CSEO",0.20713671657962,0.346040651463828,0.12399011264684,0.335295299592179,"Tweedie index 2026"
"114","2021","CSEO",0.182871317000398,0.30929284543281,0.10812380265267,0.345657073252599,"Tweedie index 2026"
"115","2020","CSEO",0.153492415613193,0.262396249247694,0.089787570204684,0.354753142686031,"Tweedie index 2026"
"116","2019","CSEO",0.111606628885881,0.201832985212413,0.0617145884165654,0.404215937831027,"Tweedie index 2026"
"117","2018","CSEO",0.106355962938624,0.192069961102756,0.058893076187746,0.402958121932456,"Tweedie index 2026"
"118","2017","CSEO",0.0867955980643467,0.174183787173321,0.0432501552848398,0.503413716005438,"Tweedie index 2026"
"119","2016","CSEO",0.129403923232895,0.239066743532773,0.0700447711823594,0.423722934978227,"Tweedie index 2026"
"120","2015","CSEO",0.0968075172146776,0.19001657652694,0.0493204096219544,0.481414367365523,"Tweedie index 2026"
"121","2014","CSEO",0.118208011301828,0.226418631270087,0.061713710826496,0.457712716661638,"Tweedie index 2026"
"122","2013","CSEO",0.097091164378351,0.195627355057567,0.0481869940815282,0.507441595278606,"Tweedie index 2026"
"123","2012","CSEO",0.141363908176377,0.268231428018566,0.0745019130775234,0.44872669933509,"Tweedie index 2026"
"124","2011","CSEO",0.0901561442498843,0.176427175476633,0.0460707389553061,0.478453420698831,"Tweedie index 2026"
"125","2010","CSEO",0.167817293392459,0.298161578762855,0.0944543025242363,0.388351768567653,"Tweedie index 2026"
"126","2009","CSEO",0.087133463131181,0.173823260075046,0.043677931215621,0.497454099886701,"Tweedie index 2026"
"127","2008","CSEO",0.0816471694148942,0.167108828085668,0.0398917301367645,0.523359592764912,"Tweedie index 2026"
"128","2007","CSEO",0.0781713785090154,0.158891638978708,0.0384586908239938,0.516303166256579,"Tweedie index 2026"
"129","2006","CSEO",0.0859609718507921,0.170119575904233,0.0434358517663623,0.489516359816871,"Tweedie index 2026"
"130","2005","CSEO",0.118780708685988,0.218282590580068,0.0646357399298421,0.418846978582721,"Tweedie index 2026"
"131","2004","CSEO",0.0725015999161475,0.149193774979097,0.0352325825332698,0.528899880496767,"Tweedie index 2026"
"132","2003","CSEO",0.0850915269203402,0.168810596748421,0.042891667307033,0.491935406838191,"Tweedie index 2026"
"133","2002","CSEO",0.0757436161640784,0.154768670952447,0.0370688418677058,0.521661486409505,"Tweedie index 2026"
"134","2001","CSEO",0.0945437806316607,0.191913716498376,0.0465757561221698,0.514946277884026,"Tweedie index 2026"
"135","2000","CSEO",0.0783251317449518,0.156014860916342,0.0393220634677467,0.49594381420493,"Tweedie index 2026"
"136","1999","CSEO",0.0790270809251333,0.156701374294668,0.0398546569719528,0.491440987445301,"Tweedie index 2026"
"137","1998","CSEO",0.194622980569865,0.333471441883709,0.113587251585722,0.356711373208058,"Tweedie index 2026"
"138","2025","SSEO",0.187591377759291,0.30621707213539,0.114920192934475,0.316181094763092,"Tweedie index 2026"
"139","2024","SSEO",0.163647049425583,0.259225200623347,0.103309233520899,0.292025281033946,"Tweedie index 2026"
"140","2023","SSEO",0.182019109496225,0.266931180147587,0.124117970045615,0.233250428722493,"Tweedie index 2026"
"141","2022","SSEO",0.135666510144177,0.263418468197966,0.0698713423573165,0.470830855448496,"Tweedie index 2026"
"142","2021","SSEO",0.0806659973747448,0.131030825670542,0.0496600940974244,0.312181277954209,"Tweedie index 2026"
"143","2020","SSEO",0.0991360740163263,0.157832773700467,0.0622681901923736,0.296041074182915,"Tweedie index 2026"
"144","2019","SSEO",0.0756823376030533,0.123302203760396,0.0464534781243079,0.314603563166249,"Tweedie index 2026"
"145","2018","SSEO",0.0838528967049039,0.134535291352141,0.0522636715997373,0.302210159928043,"Tweedie index 2026"
"146","2017","SSEO",0.0842391981972315,0.13739670721736,0.051647835356682,0.315515283607457,"Tweedie index 2026"
"147","2016","SSEO",0.0791961503463867,0.129445287673131,0.0484531367841315,0.317244822551134,"Tweedie index 2026"
"148","2015","SSEO",0.0650404629727257,0.111198599088746,0.0380424021379118,0.35484169397269,"Tweedie index 2026"
"149","2014","SSEO",0.0866069377820789,0.139567565727896,0.0537428709375969,0.305752802847486,"Tweedie index 2026"
"150","2013","SSEO",0.0705252175604411,0.117365494818808,0.0423787785296371,0.332081763648759,"Tweedie index 2026"
"151","2012","SSEO",0.0708762660993792,0.119968325590971,0.0418730950144069,0.346322275377465,"Tweedie index 2026"
"152","2011","SSEO",0.0586605085643326,0.101291526466686,0.0339717978893119,0.363370681108228,"Tweedie index 2026"
"153","2010","SSEO",0.0742520212545802,0.122213609577672,0.0451125098051101,0.32296486690006,"Tweedie index 2026"
"154","2009","SSEO",0.0665399752809827,0.111252758957565,0.0397973798751597,0.335984372460093,"Tweedie index 2026"
"155","2008","SSEO",0.0383842600176128,0.0701275679558176,0.0210095895244501,0.413493811312752,"Tweedie index 2026"
"156","2007","SSEO",0.0810375572676928,0.13142704064201,0.0499675383074513,0.310902037729646,"Tweedie index 2026"
"157","2006","SSEO",0.0790428765847325,0.128439136127065,0.0486438676495637,0.312464966336219,"Tweedie index 2026"
"158","2005","SSEO",0.11919992915715,0.185034071156427,0.0767892260180427,0.276150088614918,"Tweedie index 2026"
"159","2004","SSEO",0.0542141313822845,0.0931597922375984,0.0315497917174335,0.35918366542381,"Tweedie index 2026"
"160","2003","SSEO",0.114869689715958,0.175648468107948,0.075121894073857,0.264555334580773,"Tweedie index 2026"
"161","2002","SSEO",0.140307108601451,0.212883773745098,0.092473392301242,0.258635025221013,"Tweedie index 2026"
"162","2001","SSEO",0.107389433897553,0.170121530449428,0.0677897176352127,0.292077601469244,"Tweedie index 2026"
"163","2000","SSEO",0.109645235346316,0.170394626747641,0.0705543235935134,0.277027046407659,"Tweedie index 2026"
"164","1999","SSEO",0.0720171752609786,0.118348876816012,0.0438235974189558,0.321671194316737,"Tweedie index 2026"
"165","1998","SSEO",0.0929985321528741,0.148777784663311,0.0581318440932664,0.299893187662065,"Tweedie index 2026"
"166","2024","NSEO",0.119085937637257,0.365104369343469,0.0388422098821931,1.03294493282489,"Tweedie index 2026"
"167","2023","NSEO",0.0428281929001901,0.192796938935955,0.00951391716704185,1.75081804624891,"Tweedie index 2026"
"168","2022","NSEO",0.0905976834501978,0.358360974629065,0.0229041129688806,1.47776014232228,"Tweedie index 2026"
"169","2021","NSEO",0.254574556028535,0.567006758327375,0.114298822060437,0.613635956344003,"Tweedie index 2026"
"170","2020","NSEO",0.0686573422127883,0.240733503477769,0.0195811159295459,1.25315192606545,"Tweedie index 2026"
"171","2019","NSEO",0.145383367154708,0.345137652397432,0.0612402712321336,0.686991535387119,"Tweedie index 2026"
"172","2018","NSEO",0.070354659811814,0.27128906814852,0.0182454021867415,1.42801065966468,"Tweedie index 2026"
"173","2017","NSEO",0.0565867204740279,0.248668303034195,0.0128768198235762,1.69723197378374,"Tweedie index 2026"
"174","2016","NSEO",0.0479878995985142,0.174818640869524,0.0131727285855963,1.3214866907296,"Tweedie index 2026"
"175","2015","NSEO",0.0548913834298727,0.233623709202031,0.0128970813156626,1.62805448327332,"Tweedie index 2026"
"176","2014","NSEO",0.0576191356515336,0.192786164242111,0.0172209702199399,1.17293523290626,"Tweedie index 2026"
"177","2013","NSEO",0.105769067409085,0.292011724517501,0.0383104330453587,0.880421193410373,"Tweedie index 2026"
"178","2012","NSEO",0.0580204049836374,0.192112532539049,0.0175228932229137,1.15556007919307,"Tweedie index 2026"
"179","2011","NSEO",0.0481016737607372,0.175353242495146,0.0131949143663451,1.32273535186501,"Tweedie index 2026"
"180","2010","NSEO",0.0333966835045982,0.140634673497448,0.00793075022943429,1.6055185536325,"Tweedie index 2026"
"181","2009","NSEO",0.0515790964548033,0.214603583449585,0.0123968255717356,1.58033484686605,"Tweedie index 2026"
"182","2008","NSEO",0.0740614414235765,0.236809371133492,0.0231625001978738,1.09873590482204,"Tweedie index 2026"
"183","2007","NSEO",0.0191146100741011,0.107435470573693,0.00340081647461405,2.31029720609525,"Tweedie index 2026"
"184","2006","NSEO",0.109875967177366,0.307147899916492,0.0393059114727597,0.897702827137262,"Tweedie index 2026"
"185","2005","NSEO",0.0384455053013536,0.150340395542096,0.00983140208289892,1.45524020771295,"Tweedie index 2026"
"186","2004","NSEO",0.0504529715257616,0.172242109012018,0.0147786296300035,1.20695703150081,"Tweedie index 2026"
"187","2003","NSEO",0.0711990248320284,0.21195076828386,0.0239173520250827,0.988438702523597,"Tweedie index 2026"
"188","2002","NSEO",0.061246102791315,0.202544472552661,0.0185198097970758,1.15352947633905,"Tweedie index 2026"
"189","2001","NSEO",0.027904123215187,0.127224308979734,0.00612021475025159,1.77966863532361,"Tweedie index 2026"
"190","2000","NSEO",0.0819696233870839,0.383645392663828,0.0175136187914759,1.84016808185238,"Tweedie index 2026"
"191","1999","NSEO",0.0524060983989861,0.182666533559915,0.0150350427956383,1.24279844465057,"Tweedie index 2026"
"192","1998","NSEO",0.126744452327812,0.323381672662146,0.0496755306620613,0.775723184418954,"Tweedie index 2026"
"193","2023","EYKT",0.0291049020995107,0.0502826784662284,0.0168466627487046,0.363818031311532,"Tweedie index 2026"
"194","2022","EYKT",0.0462971547685994,0.086607899308849,0.0247486263582501,0.435347968376557,"Tweedie index 2026"
"195","2021","EYKT",0.0386950032159564,0.0665174294081203,0.0225099389318867,0.359509289053257,"Tweedie index 2026"
"196","2020","EYKT",0.0294354516489519,0.0507820727624032,0.0170620411228914,0.36260053638775,"Tweedie index 2026"
"197","2019","EYKT",0.0238072233259399,0.0458529556344944,0.0123609018142506,0.463005114177552,"Tweedie index 2026"
"198","2018","EYKT",0.0256735317844927,0.045883257889894,0.0143653756206909,0.393590688555136,"Tweedie index 2026"
"199","2017","EYKT",0.0455801124624852,0.0742859386280566,0.0279668897029745,0.314894200724032,"Tweedie index 2026"
"200","2016","EYKT",0.0238236911276302,0.0424132469032982,0.0133818629882022,0.390148522243646,"Tweedie index 2026"
"201","2015","EYKT",0.0229239493854506,0.0413958469852489,0.0126946902575508,0.402895183748792,"Tweedie index 2026"
"202","2014","EYKT",0.0234496353403179,0.0424807995312734,0.0129443278766227,0.405788062687578,"Tweedie index 2026"
"203","2013","EYKT",0.0179592181290033,0.0338588933144826,0.00952581387730011,0.442660562148917,"Tweedie index 2026"
"204","2012","EYKT",0.0294411919468992,0.0512184836246028,0.0169232613289981,0.369843919991106,"Tweedie index 2026"
"205","2011","EYKT",0.0219197468499544,0.039957326736844,0.0120247108904572,0.411445898767923,"Tweedie index 2026"
"206","2010","EYKT",0.0333272003863111,0.0568216716508348,0.0195471596192123,0.35248192155639,"Tweedie index 2026"
"207","2009","EYKT",0.0301957462092058,0.0524437975695999,0.0173859089422483,0.368397111405238,"Tweedie index 2026"
"208","2008","EYKT",0.0196706313332574,0.0361218968428595,0.0107118886566838,0.418168213080882,"Tweedie index 2026"
"209","2007","EYKT",0.0129234561556511,0.0258775450094687,0.00645407896869374,0.501185158900122,"Tweedie index 2026"
"210","2006","EYKT",0.0130539886546559,0.0260379905852157,0.00654453803714957,0.497319335647221,"Tweedie index 2026"
"211","2005","EYKT",0.0159379859648607,0.0304087067593064,0.00835350870481711,0.453969555072706,"Tweedie index 2026"
"212","2004","EYKT",0.0231773892375517,0.0416803976983443,0.012888345638082,0.399160756872785,"Tweedie index 2026"
"213","2003","EYKT",0.0165502936047463,0.0314287025082031,0.00871535241812207,0.449490784235692,"Tweedie index 2026"
"214","2002","EYKT",0.00952489458838565,0.0201189739961595,0.00450935604058021,0.556125808504589,"Tweedie index 2026"
"215","2001","EYKT",0.0204781482239428,0.0376930606562407,0.0111255108335794,0.420323953221768,"Tweedie index 2026"
"216","2000","EYKT",0.0244279609710488,0.0434478524600745,0.0137342870456355,0.389305753181108,"Tweedie index 2026"
"217","1999","EYKT",0.0310587420009139,0.0536419621156934,0.0179830382154705,0.363556581173104,"Tweedie index 2026"
"218","1998","EYKT",0.0454139203937683,0.0738071749686064,0.0279434101956722,0.312605191631224,"Tweedie index 2026"
