"Year","SEdist","mean_cpue","CV","lower_95","upper_95","n_cells","grid","model"
2002,"EYKT",0.0192024170283202,0.235794957839335,0.0103278641256522,0.0280769699309881,75,"Depth restricted (14-250 fm)","M.1"
2002,"NSEO",0.0611385962889181,0.434548902451623,0.00906588485594496,0.113211307721891,12,"Depth restricted (14-250 fm)","M.1"
2002,"SSEO",0.0711049425015726,0.184644770309515,0.0453717971804672,0.096838087822678,59,"Depth restricted (14-250 fm)","M.1"
2003,"CSEO",0.071456087724994,0.173589147465095,0.0471442450802235,0.0957679303697645,27,"Depth restricted (14-250 fm)","M.1"
2003,"EYKT",0.0222992672070584,0.237526087190646,0.0119178181407123,0.0326807162734046,75,"Depth restricted (14-250 fm)","M.1"
2003,"NSEO",0.0775338509935846,0.472160627377755,0.00578132480642184,0.149286377180747,12,"Depth restricted (14-250 fm)","M.1"
2003,"SSEO",0.0707964124167182,0.19847917548053,0.0432552498323566,0.0983375750010798,59,"Depth restricted (14-250 fm)","M.1"
2004,"CSEO",0.0588464388967556,0.169918357875793,0.0392482219789728,0.0784446558145383,27,"Depth restricted (14-250 fm)","M.1"
2004,"EYKT",0.0222943190578909,0.239622318106392,0.0118235748879104,0.0327650632278714,75,"Depth restricted (14-250 fm)","M.1"
2004,"NSEO",0.0575685410583792,0.461271047475137,0.00552132663657579,0.109615755480183,12,"Depth restricted (14-250 fm)","M.1"
2004,"SSEO",0.0487128063531828,0.189408684158258,0.0306286143892785,0.066796998317087,59,"Depth restricted (14-250 fm)","M.1"
2005,"CSEO",0.0911357113601982,0.181779664355988,0.0586651380772721,0.123606284643124,27,"Depth restricted (14-250 fm)","M.1"
2005,"EYKT",0.0232078030750309,0.238864081497905,0.0123425223674319,0.0340730837826298,75,"Depth restricted (14-250 fm)","M.1"
2005,"NSEO",0.0734816007288523,0.443498426425244,0.00960721111172243,0.137355990345982,12,"Depth restricted (14-250 fm)","M.1"
2005,"SSEO",0.0825897765078191,0.19289701189262,0.0513643871493933,0.113815165866245,59,"Depth restricted (14-250 fm)","M.1"
2006,"CSEO",0.0692798641627586,0.172578561962027,0.045845674275697,0.0927140540498202,27,"Depth restricted (14-250 fm)","M.1"
2006,"EYKT",0.0201587294338684,0.245273103470288,0.0104677169385534,0.0298497419291833,75,"Depth restricted (14-250 fm)","M.1"
2006,"NSEO",0.0730658902142265,0.450667480322082,0.00852618575916926,0.137605594669284,12,"Depth restricted (14-250 fm)","M.1"
2006,"SSEO",0.0572436179355292,0.192661712138266,0.0356274571922515,0.0788597786788069,59,"Depth restricted (14-250 fm)","M.1"
2007,"CSEO",0.0588984337674334,0.18196740944781,0.0378919467575746,0.0799049207772921,27,"Depth restricted (14-250 fm)","M.1"
2007,"EYKT",0.0173246494019917,0.248460072673453,0.00888786144904825,0.0257614373549351,75,"Depth restricted (14-250 fm)","M.1"
2007,"NSEO",0.047962131454946,0.433823373282926,0.00718022788600339,0.0887440350238887,12,"Depth restricted (14-250 fm)","M.1"
2007,"SSEO",0.0522571789270459,0.203869570386628,0.0313760276367969,0.073138330217295,59,"Depth restricted (14-250 fm)","M.1"
2008,"CSEO",0.0540475692411898,0.179332829472155,0.0350502623456849,0.0730448761366947,27,"Depth restricted (14-250 fm)","M.1"
2008,"EYKT",0.0190968480008109,0.255656591818161,0.00952766725507163,0.0286660287465502,75,"Depth restricted (14-250 fm)","M.1"
2008,"NSEO",0.0496847743831764,0.442706209845764,0.00657308840090924,0.0927964603654435,12,"Depth restricted (14-250 fm)","M.1"
2008,"SSEO",0.0374377987192841,0.197178504833016,0.0229692175348967,0.0519063799036714,59,"Depth restricted (14-250 fm)","M.1"
2009,"CSEO",0.0712210730171697,0.183250096395117,0.04564058676548,0.0968015592688594,27,"Depth restricted (14-250 fm)","M.1"
2009,"EYKT",0.0259114506131583,0.255453780090847,0.0129378617198919,0.0388850395064248,75,"Depth restricted (14-250 fm)","M.1"
2009,"NSEO",0.0664160462161965,0.451380683419514,0.0076573623672625,0.12517473006513,12,"Depth restricted (14-250 fm)","M.1"
2009,"SSEO",0.0537374874102406,0.190437662691732,0.0336795500676287,0.0737954247528525,59,"Depth restricted (14-250 fm)","M.1"
2010,"CSEO",0.100130730171506,0.189576754648381,0.062925110793192,0.137336349549821,27,"Depth restricted (14-250 fm)","M.1"
2010,"EYKT",0.0311622232336239,0.250831923944431,0.0158419216337955,0.0464825248334524,75,"Depth restricted (14-250 fm)","M.1"
2010,"NSEO",0.0730116669838518,0.435386435527182,0.0107066196814579,0.135316714286246,12,"Depth restricted (14-250 fm)","M.1"
2010,"SSEO",0.0654552661072978,0.18879054550833,0.04123488873351,0.0896756434810856,59,"Depth restricted (14-250 fm)","M.1"
2011,"CSEO",0.0661323200822095,0.193428669208244,0.0410602222185049,0.0912044179459141,27,"Depth restricted (14-250 fm)","M.1"
2011,"EYKT",0.0205645762588753,0.246779570155395,0.0106177383712729,0.0305114141464777,75,"Depth restricted (14-250 fm)","M.1"
2011,"NSEO",0.0555838101309904,0.438319313294989,0.0078314334565983,0.103336186805382,12,"Depth restricted (14-250 fm)","M.1"
2011,"SSEO",0.0474963993841826,0.188894415109007,0.029911662404523,0.0650811363638422,59,"Depth restricted (14-250 fm)","M.1"
2012,"CSEO",0.0838662474751666,0.171212120322235,0.0557227680899292,0.112009726860404,27,"Depth restricted (14-250 fm)","M.1"
2012,"EYKT",0.0317577578279925,0.25097069870511,0.0161360351520506,0.0473794805039344,75,"Depth restricted (14-250 fm)","M.1"
2012,"NSEO",0.0756945335954739,0.457383596917829,0.00783651503135989,0.143552552159588,12,"Depth restricted (14-250 fm)","M.1"
2012,"SSEO",0.0642250424762861,0.183471020723363,0.041129511642,0.0873205733105721,59,"Depth restricted (14-250 fm)","M.1"
2013,"CSEO",0.0665137002208612,0.171001189617581,0.0442208133681377,0.0888065870735847,27,"Depth restricted (14-250 fm)","M.1"
2013,"EYKT",0.0198482601642967,0.241483082051952,0.0104539428501238,0.0292425774784697,75,"Depth restricted (14-250 fm)","M.1"
2013,"NSEO",0.0656451921440164,0.435879416298399,0.00956295159633732,0.121727432691695,12,"Depth restricted (14-250 fm)","M.1"
2013,"SSEO",0.0484801469816356,0.194790072301929,0.0299709823635442,0.066989311599727,59,"Depth restricted (14-250 fm)","M.1"
2014,"CSEO",0.0809250120976976,0.180964019483284,0.0522217617844694,0.109628262410926,27,"Depth restricted (14-250 fm)","M.1"
2014,"EYKT",0.0248268043672391,0.243302741402155,0.0129875624241427,0.0366660463103355,75,"Depth restricted (14-250 fm)","M.1"
2014,"NSEO",0.0697800076372567,0.444635237324208,0.00896777313495436,0.130592242139559,12,"Depth restricted (14-250 fm)","M.1"
2014,"SSEO",0.0667935869574482,0.185689186349538,0.0424840071990766,0.0911031667158197,59,"Depth restricted (14-250 fm)","M.1"
2015,"CSEO",0.069305514468941,0.173589740649899,0.0457252909556893,0.0928857379821927,27,"Depth restricted (14-250 fm)","M.1"
2015,"EYKT",0.0231233466608068,0.245070495656888,0.0120163206070833,0.0342303727145303,75,"Depth restricted (14-250 fm)","M.1"
2015,"NSEO",0.0627367718764399,0.439865359945499,0.00864913569967202,0.116824408053208,12,"Depth restricted (14-250 fm)","M.1"
2015,"SSEO",0.0531692446453458,0.187753707522217,0.0336031079410396,0.072735381349652,59,"Depth restricted (14-250 fm)","M.1"
2016,"CSEO",0.0883550879452759,0.179276944267403,0.0573086287977548,0.119401547092797,27,"Depth restricted (14-250 fm)","M.1"
2016,"EYKT",0.0260165758261174,0.23825443340238,0.0138673893423749,0.0381657623098598,75,"Depth restricted (14-250 fm)","M.1"
2016,"NSEO",0.0673569999107121,0.427555677217046,0.0109112191949314,0.123802780626493,12,"Depth restricted (14-250 fm)","M.1"
2016,"SSEO",0.0592016086313082,0.202830576866434,0.0356661316282944,0.082737085634322,59,"Depth restricted (14-250 fm)","M.1"
2017,"CSEO",0.0843468279596155,0.185767933942747,0.0536357134688386,0.115057942450393,27,"Depth restricted (14-250 fm)","M.1"
2017,"EYKT",0.0392515095651263,0.258686199688596,0.0193500148358978,0.0591530042943548,75,"Depth restricted (14-250 fm)","M.1"
2017,"NSEO",0.0824704729770544,0.452072673795892,0.0093964844102747,0.155544461543834,12,"Depth restricted (14-250 fm)","M.1"
2017,"SSEO",0.0710873840127322,0.19169441514527,0.0443783571877775,0.0977964108376868,59,"Depth restricted (14-250 fm)","M.1"
2018,"CSEO",0.0825346587108514,0.168744692907462,0.0552371788596171,0.109832138562086,27,"Depth restricted (14-250 fm)","M.1"
2018,"EYKT",0.0278369391149259,0.230047135819396,0.0152854752127254,0.0403884030171265,75,"Depth restricted (14-250 fm)","M.1"
2018,"NSEO",0.0851970566749645,0.443909122747205,0.0110703453240789,0.15932376802585,12,"Depth restricted (14-250 fm)","M.1"
2018,"SSEO",0.0720350567218417,0.203574145333036,0.0432926855137569,0.100777427929927,59,"Depth restricted (14-250 fm)","M.1"
2019,"CSEO",0.0817943665633803,0.17735992678578,0.0533605625476463,0.110228170579114,27,"Depth restricted (14-250 fm)","M.1"
2019,"EYKT",0.0227504908764478,0.240310166988339,0.0120348293237395,0.0334661524291561,75,"Depth restricted (14-250 fm)","M.1"
2019,"NSEO",0.0753948914112779,0.435988668579597,0.0109671074960295,0.139822675326526,12,"Depth restricted (14-250 fm)","M.1"
2019,"SSEO",0.0645884726192588,0.230014009848974,0.0354702156079931,0.0937067296305245,59,"Depth restricted (14-250 fm)","M.1"
2020,"CSEO",0.106106737148069,0.183469238032814,0.0679507856072487,0.14426268868889,27,"Depth restricted (14-250 fm)","M.1"
2020,"EYKT",0.0335829552590765,0.255246911085427,0.0167819418928777,0.0503839686252753,75,"Depth restricted (14-250 fm)","M.1"
2020,"NSEO",0.0844485700901578,0.44103721837015,0.0114484436922741,0.157448696488042,12,"Depth restricted (14-250 fm)","M.1"
2020,"SSEO",0.0824847699052398,0.210551261053309,0.0484449161556089,0.116524623654871,59,"Depth restricted (14-250 fm)","M.1"
2021,"CSEO",0.126165413815423,0.185616592742575,0.0802653611160465,0.1720654665148,27,"Depth restricted (14-250 fm)","M.1"
2021,"EYKT",0.0363157657809907,0.244066322601639,0.0189433931839982,0.0536881383779832,75,"Depth restricted (14-250 fm)","M.1"
2021,"NSEO",0.15488091988097,0.477423369443911,0.00995112944196569,0.299810710319974,12,"Depth restricted (14-250 fm)","M.1"
2021,"SSEO",0.0801473646233476,0.210703595374644,0.0470481823669015,0.113246546879794,59,"Depth restricted (14-250 fm)","M.1"
2022,"CSEO",0.157035909053584,0.182436312349271,0.100883766831447,0.21318805127572,27,"Depth restricted (14-250 fm)","M.1"
2022,"EYKT",0.0500664808179454,0.263766867567995,0.0241829583395604,0.0759500032963304,75,"Depth restricted (14-250 fm)","M.1"
2022,"NSEO",0.122518433226541,0.433553169249091,0.018406653393613,0.226630213059469,12,"Depth restricted (14-250 fm)","M.1"
2022,"SSEO",0.103821564806442,0.188466598454013,0.0654704463625655,0.142172683250318,59,"Depth restricted (14-250 fm)","M.1"
2023,"CSEO",0.156558683407788,0.193892508912823,0.09706179380846,0.216055573007116,27,"Depth restricted (14-250 fm)","M.1"
2023,"EYKT",0.0355062837447079,0.248428231994342,0.018217587685749,0.0527949798036669,75,"Depth restricted (14-250 fm)","M.1"
2023,"NSEO",0.109671982492632,0.433960401027046,0.0163891193849218,0.202954845600341,12,"Depth restricted (14-250 fm)","M.1"
2023,"SSEO",0.124342210950553,0.208067941629772,0.0736338202858073,0.1750506016153,59,"Depth restricted (14-250 fm)","M.1"
2024,"CSEO",0.151617311603937,0.17129938217759,0.100712286065781,0.202522337142093,27,"Depth restricted (14-250 fm)","M.1"
2024,"EYKT",0.0472281369477684,0.244426879219972,0.0246022377417561,0.0698540361537807,75,"Depth restricted (14-250 fm)","M.1"
2024,"NSEO",0.144951272262788,0.466604061319369,0.0123869616935841,0.277515582831992,12,"Depth restricted (14-250 fm)","M.1"
2024,"SSEO",0.106895106351974,0.202261486175799,0.06451841072366,0.149271801980288,59,"Depth restricted (14-250 fm)","M.1"
2025,"CSEO",0.132187748602876,0.179403941386597,0.0857063425222179,0.178669154683534,27,"Depth restricted (14-250 fm)","M.1"
2025,"EYKT",0.0418153260166158,0.244618702497489,0.0217668568590154,0.0618637951742162,75,"Depth restricted (14-250 fm)","M.1"
2025,"NSEO",0.117821085570381,0.444095054540433,0.0152665131824939,0.220375657958267,12,"Depth restricted (14-250 fm)","M.1"
2025,"SSEO",0.108817432158442,0.200167535079985,0.0661252665074196,0.151509597809464,59,"Depth restricted (14-250 fm)","M.1"
1998,"CSEO",0.142645885998039,0.179489091751791,0.0924632601790007,0.192828511817078,27,"Depth restricted (14-250 fm)","M.2"
1998,"EYKT",0.0511351363438041,0.246118354108406,0.0264679569794739,0.0758023157081342,75,"Depth restricted (14-250 fm)","M.2"
1998,"NSEO",0.131709362846176,0.454102295811463,0.0144826957114816,0.248936029980871,12,"Depth restricted (14-250 fm)","M.2"
1998,"SSEO",0.109218735046187,0.20112134073887,0.0661649469306536,0.15227252316172,59,"Depth restricted (14-250 fm)","M.2"
1999,"CSEO",0.0678075274619513,0.170493565091538,0.0451484631517716,0.0904665917721311,27,"Depth restricted (14-250 fm)","M.2"
1999,"EYKT",0.0269738831417981,0.249157629036584,0.0138012155535383,0.0401465507300579,75,"Depth restricted (14-250 fm)","M.2"
1999,"NSEO",0.062379445569379,0.447843834236446,0.00762439540996365,0.117134495728794,12,"Depth restricted (14-250 fm)","M.2"
1999,"SSEO",0.0598313221447196,0.192482995816755,0.0372589583697374,0.0824036859197018,59,"Depth restricted (14-250 fm)","M.2"
2000,"CSEO",0.0751046007567163,0.168787118007175,0.0502582900995372,0.0999509114138955,27,"Depth restricted (14-250 fm)","M.2"
2000,"EYKT",0.0270408054540985,0.242977722515312,0.0141629913386342,0.0399186195695627,75,"Depth restricted (14-250 fm)","M.2"
2000,"NSEO",0.0680302470663902,0.448282995767377,0.00825651326926646,0.127803980863514,12,"Depth restricted (14-250 fm)","M.2"
2000,"SSEO",0.0743895727230461,0.189794248152276,0.0467168951933806,0.102062250252712,59,"Depth restricted (14-250 fm)","M.2"
2001,"CSEO",0.0666308995342481,0.170794764620944,0.0443256902814781,0.0889361087870182,27,"Depth restricted (14-250 fm)","M.2"
2001,"EYKT",0.021485634069072,0.240004133582009,0.0113786177302249,0.0315926504079192,75,"Depth restricted (14-250 fm)","M.2"
2001,"NSEO",0.0573221253979307,0.441431437059512,0.00772670054609102,0.10691755024977,12,"Depth restricted (14-250 fm)","M.2"
2001,"SSEO",0.0677589949645871,0.203675979582528,0.0407092708017049,0.0948087191274692,59,"Depth restricted (14-250 fm)","M.2"
2002,"CSEO",0.0669639814091503,0.177764524910458,0.043632493540182,0.0902954692781186,27,"Depth restricted (14-250 fm)","M.2"
2002,"EYKT",0.019027705988011,0.234440115166221,0.0102844251249815,0.0277709868510404,75,"Depth restricted (14-250 fm)","M.2"
2002,"NSEO",0.0610346149317848,0.449626743613346,0.00724673641921791,0.114822493444352,12,"Depth restricted (14-250 fm)","M.2"
2002,"SSEO",0.0737771338067166,0.199494022210597,0.0449296633529848,0.102624604260448,59,"Depth restricted (14-250 fm)","M.2"
2003,"CSEO",0.0689940673487145,0.173563104059951,0.0455234113468166,0.0924647233506123,27,"Depth restricted (14-250 fm)","M.2"
2003,"EYKT",0.0209483093530998,0.234745003338654,0.011309987892996,0.0305866308132037,75,"Depth restricted (14-250 fm)","M.2"
2003,"NSEO",0.0728662940900947,0.47615856983735,0.00486230973885175,0.140870278441338,12,"Depth restricted (14-250 fm)","M.2"
2003,"SSEO",0.0749386172504841,0.201864614232392,0.0452888053282236,0.104588429172745,59,"Depth restricted (14-250 fm)","M.2"
2004,"CSEO",0.0571048963153001,0.172140020576235,0.0378380217829298,0.0763717708476704,27,"Depth restricted (14-250 fm)","M.2"
2004,"EYKT",0.0184457129526877,0.23701723832565,0.00987668714442005,0.0270147387609554,75,"Depth restricted (14-250 fm)","M.2"
2004,"NSEO",0.0580350541886559,0.476108363541585,0.00387834382015186,0.11219176455716,12,"Depth restricted (14-250 fm)","M.2"
2004,"SSEO",0.0552981918615064,0.195027298986915,0.0341602641461912,0.0764361195768215,59,"Depth restricted (14-250 fm)","M.2"
2005,"CSEO",0.0884020291116713,0.178003582949424,0.0575597083847928,0.11924434983855,27,"Depth restricted (14-250 fm)","M.2"
2005,"EYKT",0.0234378387447954,0.238637596251159,0.0124752657260101,0.0344004117635807,75,"Depth restricted (14-250 fm)","M.2"
2005,"NSEO",0.0819482626117664,0.46287051025848,0.00760265171715406,0.156293873506379,12,"Depth restricted (14-250 fm)","M.2"
2005,"SSEO",0.0842621759552602,0.19568745062263,0.0519436371779236,0.116580714732597,59,"Depth restricted (14-250 fm)","M.2"
2006,"CSEO",0.0686613215150807,0.175863249446948,0.0449943154136718,0.0923283276164896,27,"Depth restricted (14-250 fm)","M.2"
2006,"EYKT",0.018836681508084,0.246165879085945,0.00974826291358508,0.027925100102583,75,"Depth restricted (14-250 fm)","M.2"
2006,"NSEO",0.0687841465394633,0.457193757070683,0.00714668906823906,0.130421604010687,12,"Depth restricted (14-250 fm)","M.2"
2006,"SSEO",0.0611240329931175,0.198542972215847,0.0373379685119423,0.0849100974742927,59,"Depth restricted (14-250 fm)","M.2"
2007,"CSEO",0.0599451945983695,0.181115339915544,0.0386654857782347,0.0812249034185042,27,"Depth restricted (14-250 fm)","M.2"
2007,"EYKT",0.0175820914471815,0.252525916520301,0.00887982128337673,0.0262843616109863,75,"Depth restricted (14-250 fm)","M.2"
2007,"NSEO",0.0543226026201819,0.444785219372744,0.00696529680248251,0.101679908437881,12,"Depth restricted (14-250 fm)","M.2"
2007,"SSEO",0.0514833613146583,0.204838327584465,0.0308136606796205,0.0721530619496961,59,"Depth restricted (14-250 fm)","M.2"
2008,"CSEO",0.0535306396632826,0.183476606953277,0.0342802642017057,0.0727810151248595,27,"Depth restricted (14-250 fm)","M.2"
2008,"EYKT",0.0181594801597868,0.259344130349717,0.00892875316408683,0.0273902071554869,75,"Depth restricted (14-250 fm)","M.2"
2008,"NSEO",0.0491612013950954,0.446738516132248,0.00611528515654931,0.0922071176336416,12,"Depth restricted (14-250 fm)","M.2"
2008,"SSEO",0.038955039092808,0.201225695198145,0.0235910796398825,0.0543189985457335,59,"Depth restricted (14-250 fm)","M.2"
2009,"CSEO",0.0752530751513165,0.18820786611827,0.047493162592905,0.103012987709728,27,"Depth restricted (14-250 fm)","M.2"
2009,"EYKT",0.0265260132408482,0.258270638645248,0.0130982680952129,0.0399537583864835,75,"Depth restricted (14-250 fm)","M.2"
2009,"NSEO",0.0672757822297752,0.449852708855742,0.00795796419192662,0.126593600267624,12,"Depth restricted (14-250 fm)","M.2"
2009,"SSEO",0.0524502898205476,0.193518901787815,0.0325560497508786,0.0723445298902166,59,"Depth restricted (14-250 fm)","M.2"
2010,"CSEO",0.0992337719217139,0.193623957841076,0.0615742620065914,0.136893281836836,27,"Depth restricted (14-250 fm)","M.2"
2010,"EYKT",0.0322453244599582,0.253291927658946,0.0162370628946743,0.0482535860252421,75,"Depth restricted (14-250 fm)","M.2"
2010,"NSEO",0.0778581554134026,0.443376804915068,0.0101979750532031,0.145518335773602,12,"Depth restricted (14-250 fm)","M.2"
2010,"SSEO",0.0634807818909666,0.188380167507421,0.0400420820517669,0.0869194817301664,59,"Depth restricted (14-250 fm)","M.2"
2011,"CSEO",0.0668799852724733,0.191383143080608,0.0417925697628371,0.0919674007821095,27,"Depth restricted (14-250 fm)","M.2"
2011,"EYKT",0.0217982497155797,0.249371639903455,0.0111439537695254,0.032452545661634,75,"Depth restricted (14-250 fm)","M.2"
2011,"NSEO",0.0557141474733582,0.445237834567087,0.00709429657681109,0.104333998369905,12,"Depth restricted (14-250 fm)","M.2"
2011,"SSEO",0.0446938313644973,0.185495247095924,0.0284444645109602,0.0609431982180344,59,"Depth restricted (14-250 fm)","M.2"
2012,"CSEO",0.087781024995464,0.176552115981217,0.0574050906118034,0.118156959379125,27,"Depth restricted (14-250 fm)","M.2"
2012,"EYKT",0.0311197647041337,0.249109873572122,0.0159253730280935,0.0463141563801738,75,"Depth restricted (14-250 fm)","M.2"
2012,"NSEO",0.0800397403749854,0.451846112875452,0.00915507506955027,0.150924405680421,12,"Depth restricted (14-250 fm)","M.2"
2012,"SSEO",0.0628474968629267,0.183871327696006,0.0401980255894352,0.0854969681364183,59,"Depth restricted (14-250 fm)","M.2"
2013,"CSEO",0.0667889976156805,0.174774132890766,0.0439099388916294,0.0896680563397315,27,"Depth restricted (14-250 fm)","M.2"
2013,"EYKT",0.0209378636531907,0.242128503963684,0.0110013425922071,0.0308743847141743,75,"Depth restricted (14-250 fm)","M.2"
2013,"NSEO",0.0638014489991831,0.443949023357893,0.00828525069405181,0.119317647304314,12,"Depth restricted (14-250 fm)","M.2"
2013,"SSEO",0.0481885110976092,0.189706867101813,0.0302707958151775,0.0661062263800409,59,"Depth restricted (14-250 fm)","M.2"
2014,"CSEO",0.0823600094699755,0.179433829465922,0.0533947925576427,0.111325226382308,27,"Depth restricted (14-250 fm)","M.2"
2014,"EYKT",0.0255920866568275,0.240172624029685,0.0135449101875674,0.0376392631260876,75,"Depth restricted (14-250 fm)","M.2"
2014,"NSEO",0.0744247478757319,0.443066296687077,0.00979355692631885,0.139055938825145,12,"Depth restricted (14-250 fm)","M.2"
2014,"SSEO",0.0633445402889701,0.188045186194336,0.0399977339778235,0.0866913466001167,59,"Depth restricted (14-250 fm)","M.2"
2015,"CSEO",0.0704981905739922,0.17792645942225,0.0459129434227615,0.0950834377252228,27,"Depth restricted (14-250 fm)","M.2"
2015,"EYKT",0.0231817434824432,0.23980763865264,0.0122857915202664,0.0340776954446201,75,"Depth restricted (14-250 fm)","M.2"
2015,"NSEO",0.0628924181755291,0.438493064535806,0.00883975537909298,0.116945080971965,12,"Depth restricted (14-250 fm)","M.2"
2015,"SSEO",0.0524799493314907,0.192309252863057,0.0326988848328798,0.0722610138301017,59,"Depth restricted (14-250 fm)","M.2"
2016,"CSEO",0.0847398762410965,0.180935341561784,0.0546882968759878,0.114791455606205,27,"Depth restricted (14-250 fm)","M.2"
2016,"EYKT",0.0283999564152369,0.237116968899547,0.0152010977143989,0.041598815116075,75,"Depth restricted (14-250 fm)","M.2"
2016,"NSEO",0.0722953187657046,0.433768339384298,0.0108308548478386,0.133759782683571,12,"Depth restricted (14-250 fm)","M.2"
2016,"SSEO",0.0609916813451656,0.204534462863349,0.0365408758103563,0.085442486879975,59,"Depth restricted (14-250 fm)","M.2"
2017,"CSEO",0.0888436870751557,0.181538895316083,0.05723166085259,0.120455713297721,27,"Depth restricted (14-250 fm)","M.2"
2017,"EYKT",0.0374063828116153,0.246341931671902,0.0193454520382183,0.0554673135850123,75,"Depth restricted (14-250 fm)","M.2"
2017,"NSEO",0.0887526083288742,0.444439564644528,0.0114400739396419,0.166065142718107,12,"Depth restricted (14-250 fm)","M.2"
2017,"SSEO",0.073653439587863,0.209179122701362,0.0434561863090862,0.10385069286664,59,"Depth restricted (14-250 fm)","M.2"
2018,"CSEO",0.0839091656124317,0.17358869533637,0.0553604277449979,0.112457903479866,27,"Depth restricted (14-250 fm)","M.2"
2018,"EYKT",0.029417667934156,0.234300533873742,0.0159082203416613,0.0429271155266506,75,"Depth restricted (14-250 fm)","M.2"
2018,"NSEO",0.0901974605247794,0.443897120422348,0.0117222102519178,0.168672710797641,12,"Depth restricted (14-250 fm)","M.2"
2018,"SSEO",0.0733575459567818,0.225907728424569,0.0408763542797827,0.105838737633781,59,"Depth restricted (14-250 fm)","M.2"
2019,"CSEO",0.0804143754396082,0.178453005584356,0.0522880089404099,0.108540741938807,27,"Depth restricted (14-250 fm)","M.2"
2019,"EYKT",0.023630348656468,0.239912490060696,0.0125186857136037,0.0347420115993323,75,"Depth restricted (14-250 fm)","M.2"
2019,"NSEO",0.0817140514219224,0.442694819531879,0.010812252416927,0.152615850426918,12,"Depth restricted (14-250 fm)","M.2"
2019,"SSEO",0.065744691901926,0.249025853943656,0.0336553209373722,0.0978340628664797,59,"Depth restricted (14-250 fm)","M.2"
2020,"CSEO",0.111409656060194,0.184557400530655,0.0711091620878855,0.151710150032502,27,"Depth restricted (14-250 fm)","M.2"
2020,"EYKT",0.0328028598628792,0.25338875418531,0.0165115833059134,0.0490941364198449,75,"Depth restricted (14-250 fm)","M.2"
2020,"NSEO",0.110141857531675,0.451044572742669,0.0127712388716167,0.207512476191733,12,"Depth restricted (14-250 fm)","M.2"
2020,"SSEO",0.0846929169366091,0.242591725670067,0.0444231472281092,0.124962686645109,59,"Depth restricted (14-250 fm)","M.2"
2021,"CSEO",0.130273702398766,0.187975545782838,0.0822766925920305,0.178270712205502,27,"Depth restricted (14-250 fm)","M.2"
2021,"EYKT",0.0358086914207513,0.254828400433985,0.0179235511702382,0.0536938316712643,75,"Depth restricted (14-250 fm)","M.2"
2021,"NSEO",0.148057961751296,0.470323836819079,0.0115729920120312,0.284542931490561,12,"Depth restricted (14-250 fm)","M.2"
2021,"SSEO",0.0859150826081294,0.232878573963202,0.0466998300454941,0.125130335170765,59,"Depth restricted (14-250 fm)","M.2"
2022,"CSEO",0.168577141602264,0.188023828887754,0.106451963133323,0.230702320071204,27,"Depth restricted (14-250 fm)","M.2"
2022,"EYKT",0.045927576957432,0.264316499982636,0.0221343208250516,0.0697208330898123,75,"Depth restricted (14-250 fm)","M.2"
