"","Year","mngmt.divisions","mngmt.area","deep.bound","shallow.bound","no.stations","CPUE.mean","CPUE.bootmean","CPUE.lo95ci","CPUE.hi95ci","CPUE.var","CPUE.cv","WCPUE.mean","WCPUE.bootmean","WCPUE.lo95ci","WCPUE.hi95ci","WCPUE.var","WCPUE.cv"
"1",2025,"SEdist","CSEO",250,0,6,0.0234843119510417,0.0233573652375,0.00339784474166667,0.0498119739760417,0.00014348114122318,0.512364403275921,0.0875554389240656,0.0875554389240656,0.0126680223109222,0.185711604165308,0.00196104978508507,0.505251543576083
"2",2025,"SEdist","SSEO",250,0,24,0.0388910858273438,0.0368332691375,0.0155008897182552,0.0641501633069531,0.00015981573625926,0.33342143432347,0.155832848329174,0.150084563410463,0.0685963388881243,0.277149107580686,0.00283971797180636,0.341660967094204
"3",2025,"SEdist","EYKT",250,0,3,0,0,0,0,0,NA,0,0,0,0,0,NA
"4",2024,"SEdist","CSEO",250,0,14,0.0853712563013393,0.0844137148803571,0.0462979491426005,0.129035487031596,0.000438030521901556,0.245614617774355,0.310403641234379,0.308990473754773,0.178601022751284,0.465686680017932,0.00557422568421809,0.240719655436781
"5",2024,"SEdist","SSEO",250,0,28,0.0376137588296875,0.0373744261768973,0.0234772629033036,0.0535028681244364,5.92810636875659e-05,0.204689362548916,0.138386197819433,0.13929732772576,0.0876497087032721,0.199905597415483,0.000825926485228422,0.205102651662003
"6",2024,"SEdist","NSEO",250,0,4,0.050430856475,0.050430856475,0.0084905713125,0.1107715379875,0.000676338071431927,0.520863644737502,0.178142212758399,0.178142212758399,0.0299921370945095,0.391289941655592,0.00837843004902751,0.514767586560221
"7",2023,"SEdist","CSEO",250,0,21,0.0677084389830357,0.0655281902303571,0.0303259454477455,0.113170548628728,0.000437552987120296,0.313928157150793,0.24108581978757,0.234499685143835,0.111984397887587,0.393509250146557,0.00530007571534408,0.301562108042463
"8",2023,"SEdist","SSEO",250,0,38,0.0471548230787829,0.0467809533606086,0.0265858798663322,0.0737043842143339,0.000145348625175917,0.252998560947548,0.170722584975378,0.168824744816412,0.0939024119501822,0.258883170694822,0.00178025043063586,0.24696172805563
"9",2023,"SEdist","EYKT",250,0,47,0.0128134527374113,0.0125656002221631,0.00490571005320479,0.0225114513846808,1.99473536834755e-05,0.345483280414574,0.0573760104590869,0.0557542249969073,0.0213871634187282,0.0970910976093585,0.000389854135245899,0.348107543153171
"10",2023,"SEdist","NSEO",250,0,8,0.008919342446875,0.008919342446875,0,0.0229673068007031,3.93589524610556e-05,0.707827438569487,0.0329998648888484,0.0329998648888484,0,0.0801425290157747,0.000495482288710776,0.657803972336891
"11",2022,"SEdist","CSEO",250,0,21,0.056797482233631,0.0551876382705357,0.0260286396410714,0.0954083825910938,0.000338289632886593,0.322465790019878,0.197381119050287,0.189084078401228,0.0805418669769642,0.329913181093412,0.00411371832738401,0.330918972711018
"12",2022,"SEdist","SSEO",250,0,15,0.0322452042875,0.0319183065739583,0.0151008646674167,0.05539422235525,0.000104896561907903,0.313398753466655,0.116742769235372,0.114173387442955,0.0491242890024977,0.192809464898306,0.00134094720198363,0.317441794804659
"13",2022,"SEdist","EYKT",250,0,27,0.0215029382782407,0.0202945666125,0.00496493390454861,0.0411692993016088,9.34032918926838e-05,0.461450076440956,0.0943055937454532,0.0928824161832735,0.02225293546948,0.184283177309319,0.00180182850694486,0.447147139010939
"14",2022,"SEdist","NSEO",250,0,5,0.0176610305471429,0.0176610305471429,0.00084161309,0.0349326362571429,8.07638054283804e-05,0.519634510423972,0.0633305320634799,0.0633305320634799,0.00301793287990842,0.125264629073571,0.0010962973146003,0.522117856237976
"15",2021,"SEdist","CSEO",250,0,20,0.0524940389671875,0.0506757299148437,0.02369232813075,0.0876336003232813,0.000295806998179982,0.330609716487098,0.182425905996898,0.178006164207057,0.080324699225415,0.30428520844138,0.00339509301285775,0.322816536790504
"16",2021,"SEdist","SSEO",250,0,37,0.0224326401862641,0.0220482459872944,0.0127754459457502,0.0335334887814478,2.73162924536324e-05,0.233477042199278,0.0795564783420475,0.0787922605515289,0.0454976380069101,0.115445808129386,0.000309184338982853,0.220572715299345
"17",2021,"SEdist","EYKT",250,0,41,0.0151573516015244,0.0146392046592988,0.00667994643595274,0.0270207405467149,2.82078413573858e-05,0.349069841275344,0.0646176560977659,0.061972156670691,0.026456140099855,0.112756323844096,0.000518229929302079,0.355830366818755
"18",2021,"SEdist","NSEO",250,0,7,0.0742383366133929,0.0742383366133929,0,0.171871130562946,0.00203327273134992,0.593206616782689,0.264554739515631,0.264554739515631,0.0105354420056288,0.574777432553792,0.023344199234461,0.584015856716135
"19",2020,"SEdist","CSEO",250,0,20,0.0472817501134375,0.0460553659775,0.0165902104481797,0.0880035037631016,0.000323665022250475,0.38141969880585,0.164547045923374,0.163037817239308,0.0587449778303812,0.303303128113137,0.00359249917252925,0.363528945795905
"20",2020,"SEdist","SSEO",250,0,39,0.0271340297316163,0.0263410636848443,0.012156862344284,0.0435153789574628,6.4720146359503e-05,0.29878107886197,0.0947728362144971,0.0943602394202547,0.0468815267802019,0.152950147370684,0.000769920605958056,0.2909557396828
"21",2020,"SEdist","EYKT",250,0,49,0.0130019389983418,0.012685358334949,0.00530804138995536,0.0217209549605485,1.83305140263023e-05,0.329060484239372,0.0533266024639164,0.0506270067960647,0.0195897570781881,0.0902111285534774,0.000345738414040841,0.357449366514189
"22",2020,"SEdist","NSEO",250,0,8,0.0129246444320313,0.0124809131914062,0.002508513826875,0.0277712145289062,4.83440481930832e-05,0.532549190362037,0.0462748521879398,0.043105852040204,0.00989473350334974,0.0983717288992536,0.000564813414037786,0.520341233565565
"23",2019,"SEdist","CSEO",250,0,20,0.0332076527003571,0.0323082443098214,0.0176046029402679,0.0499693828550357,6.8704149590004e-05,0.253888664189642,0.115885951342398,0.115542847816329,0.065618232116199,0.174829231398686,0.000830721608732724,0.247800570005081
"24",2019,"SEdist","SSEO",250,0,37,0.0225821977997097,0.0215368190382232,0.0108808021857829,0.0372490985689134,4.81092720313443e-05,0.309205464179104,0.0788743490960928,0.0761372450970719,0.0368849234611025,0.129534181154389,0.000556591365259012,0.302664117352748
"25",2019,"SEdist","EYKT",250,0,41,0.00669028167351916,0.00645483019581882,0.00232070068205575,0.0120981061055052,5.98696766154811e-06,0.369197857842082,0.0266262390743518,0.0255988518464495,0.00972641596024387,0.0487343929328968,0.000102692536923625,0.380249801931907
"26",2019,"SEdist","NSEO",250,0,8,0.0289536488455107,0.0289277796535339,0.0108228229531845,0.050070652503236,0.000102095277908575,0.349211148008221,0.101997193775099,0.0987439486080823,0.0377801897196472,0.163660880935242,0.00109059902709709,0.332081297967245
"27",2018,"SEdist","CSEO",250,0,19,0.0331051660625818,0.0327380922291044,0.0171032172246319,0.052675251408905,9.16213508730049e-05,0.287515086368894,0.120288832053003,0.118617397055896,0.0618613827123088,0.18577120105517,0.00105013239713459,0.270844641842313
"28",2018,"SEdist","SSEO",250,0,39,0.0259833400955936,0.0254581184875197,0.0124118583187582,0.0435719260461087,6.77421151647441e-05,0.315604410473833,0.092344309526775,0.0889992135559592,0.0416265083711382,0.159928603487445,0.000921298696666953,0.329801175084067
"29",2018,"SEdist","EYKT",250,0,44,0.0109519728877029,0.0108361760337865,0.00586071854174513,0.0171728429076836,8.55738391741712e-06,0.266068911264995,0.0432270458458746,0.0428906308434638,0.0222272235034417,0.0669081981760363,0.000129257883245788,0.261920426675751
"30",2018,"SEdist","NSEO",250,0,6,0.0168995542952381,0.0168995542952381,0,0.0417011934952381,0.000125385346862732,0.656352020796159,0.0598101157041522,0.0598101157041522,0,0.147586922375475,0.00157942710008896,0.655253628992787
"31",2017,"SEdist","CSEO",250,0,18,0.0247776709177778,0.0236259960497222,0.00753854743197222,0.0485302917330694,0.000102848386086383,0.413227788953981,0.0885624751946857,0.0875917959208143,0.0282024730254086,0.167151844829037,0.00130182139293652,0.404829799164823
"32",2017,"SEdist","SSEO",250,0,34,0.0236342180741176,0.0232240041641176,0.0134944474237794,0.0353340241068162,3.28182888088256e-05,0.242109385058647,0.0835004855504239,0.0818148981900075,0.0464676426708058,0.124266170953186,0.000416685817290029,0.244754692809628
"33",2017,"SEdist","EYKT",250,0,48,0.0221429024552083,0.0217092251075,0.0098936718065625,0.0359172749131875,4.63651941102743e-05,0.308716633037001,0.0857856300937417,0.085489042608698,0.0379973919694759,0.146477875760023,0.000801488979446657,0.323971951431838
"34",2017,"SEdist","NSEO",250,0,7,0.0103504107428571,0.0103504107428571,0,0.0258760268571429,4.02334018922895e-05,0.607658938453149,0.038372254461324,0.038372254461324,0,0.0767445089226481,0.000506424139368381,0.593885578464266
"35",2016,"SEdist","CSEO",250,0,18,0.0375728544592593,0.036450206443287,0.0163954206263657,0.063136072347581,0.000140778981439767,0.320043713868142,0.132425828006498,0.13166309111217,0.0554479839466432,0.223830776091086,0.00167090370823859,0.306122940135645
"36",2016,"SEdist","SSEO",250,0,34,0.0268078323339638,0.0258722246193984,0.00898965542148532,0.05680365215759,0.000157690988019953,0.463310600455875,0.0934861201773945,0.0883503688297681,0.0306431236382964,0.191881095990944,0.00183542080060474,0.45724535076083
"37",2016,"SEdist","EYKT",250,0,47,0.0109670821714196,0.0104480592300361,0.00455133756780056,0.0195301664568354,1.42001254366264e-05,0.347441691163775,0.0430676758276632,0.0420216240826495,0.018944769680307,0.0766272721054228,0.000209659190783875,0.333286244001701
"38",2016,"SEdist","NSEO",250,0,8,0.0119284127531688,0.0117091417010854,0.00266340616041667,0.0249123425657563,3.86864446044815e-05,0.527001671603358,0.0448985456029272,0.0421635837513375,0.0100250607878083,0.0914645542172249,0.000517192643113559,0.534845127518132
"39",2015,"SEdist","CSEO",250,0,17,0.0294507321316522,0.0298978950205586,0.0138501317664942,0.0476733061302264,7.76170373823478e-05,0.294036127315961,0.10227494910159,0.100308191531386,0.0447207725844465,0.171472241022065,0.00103250400120759,0.31558257177226
"40",2015,"SEdist","SSEO",250,0,32,0.0193142989399497,0.0190080310932665,0.0107537318930686,0.0285123046727461,2.16915069117509e-05,0.241906803633112,0.0682741464191951,0.0688025874970329,0.0382482978005432,0.101439628507433,0.000275443154024677,0.23929464787983
"41",2015,"SEdist","EYKT",250,0,48,0.00984063296008179,0.00961403638240765,0.00494452299145925,0.0156172746082471,7.70486625328104e-06,0.283613194966486,0.038983133943071,0.038405500389379,0.0181347529125321,0.0608648712153139,0.000124527539944135,0.289826957006467
"42",2015,"SEdist","NSEO",250,0,5,0.0146278001477095,0.0146278001477095,0.00204553395862069,0.0298011978711401,4.96421431801075e-05,0.473108207888916,0.0577751221859691,0.0577751221859691,0.00807920351669319,0.117705179925019,0.000788137882515553,0.486548983353835
"43",2014,"SEdist","CSEO",250,0,17,0.0328468966544556,0.0318461915634061,0.0144143479839098,0.0555142413923502,0.000118994676615636,0.331842421665356,0.11179764521152,0.107599843201838,0.041523622879035,0.197530340326004,0.00157817866678049,0.356421955036733
